intro,outro,solo
48 48 51 53 50 48 51 48 53 53 50 48 46 41 43 41 43 46 48 48 43 44 43 41 39 41 43 46 43 46 48 48 51 53 50 48 51 48 53 53 50 48 48 46 41 43 41 43 46 48 48 43 44 43 41 39 41 43 46 43 46 41 43 38 36 34 36,48 48 46 48 50 48 48 46 48 41 43 43 43 41 43 39 41 41 41 41 43 45 43 48 48 46 48 50 48 48 50 48 46 41 43 43 43 41 43 39 41 46 43 50 48 46 48 48 48 51 53 50 48 51 48,48 50 48 50 48 46 43 41 46 48 43 48 50 53 50 48 46 43 41 46 43 48 48 50 48 50 48 46 43 41 46 48 43 36 48 36 50 34 34 53 31 50 31 48 29 46 27 31 43 41 34 34 46 26 43 24 48 26 27 28 29 31 48
42 42 43 42 40 45 45 50 50 50 52 50 49 45 45 47 47 47 49 47 45 38 38 35 43 43 43 45 42 40 38 40 42 42 42 43 42 40 45 45 50 50 52 50 49 45 45 38 47 38 45 42 43 42 40 38 35 38 38,38 40 42 42 42 43 42 40 45 45 50 50 50 52 50 49 45 45 47 47 47 49 47 45 38 38 35 43 43 43 45 42 40 39 41 43 43 43 44 43 41 46 46 51 51 53 51 50 46 46 39 48 39 46 43 44 43 41 39 36,47 35 42 50 49 47 45 35 40 45 43 43 45 43 42 40 38 37 35 31 35 38 43 42 40 40 45 40 45 49 51 35 37 39 40 42 43 40 36 31 31 33 31 30 31 33 35 38 50 38 50 35 47 30 42 28 40 26 28 30 33 31 30 31 33 38 45 47 43 45 47 45 47 38
44 42 40 40 42 37 45 42 40 35 40 37 35 37 35 37 35 33 33 35 37 42 37 35 35 37 40 37 40 42 42 42 42 45 44 42 40 42,37 30 33 37 33 35 33 30 30 42 42 40 35 33 35 37 37 45 42 40 42 30 37 35 35 37 35 33 40 37 35 37 37 30 33 35,45 73 71 69 66 64 61 59 57 54 52 49 47 45 44 42 28 33 35 37 40 42 45 47 49 52 54 59 57 61 64 44 42 41 13 11 9 8 1 42 40 37 35 35 37 40 37 40 42 42 42 42 45 44 40 37 42 37
40 48 45 43 45 40 38 38 40 47 43 38 38 40 38 36 33 36 40 38 36 38 36 33 45 43 43 40 31 40 43 40 48 45 43 45 40 38 38 40 47 43 38 40 38 36 33 36 40 38 38 36 38 36 33 45 43 40 38 36 33 36,33 33 35 36 40 38 36 35 36 35 33 33 31 33 33 33 33 35 36 40 38 36 35 36 35 36 33 33 31 40 41 40 38 36 41 41 41 40 41 40 41 40 38 36 38 45 43 38 40 38 36 33 35 36 33 35 36 38 36 36 38 40 41 40 43 40 48,38 40 43 45 36 38 40 40 31 33 45 45 52 50 52 47 43 48 47 40 45 40 52 45 57 33 38 47 59 36 48 60 35 33 33 45 40 52 38 50 40 52 43 55 47 59 5 40 47 59 60 48 45 57 7 33
42 41 39 51 49 44 46 47 46 47 46 44 42 42 41 39 51 49 44 46 47 46 42 41 39 49 47 44 46 47 49 46 49 53 54 51 49 44 51 49 44 41 42 41 39,39 37 39 37 39 37 39 42 41 39 37 39 37 39 37 39 37 39 42 44 46 41 39 41 42 51 49 46 44 44 49 46 44 42 39 46 41 37 39 39 42 41 39 51,51 46 49 44 46 53 49 51 46 49 49 46 42 39 37 39 46 44 39 42 49 46 46 46 44 42 44 41 39 37 39 42 49 46 46 46 46 49 54 51 51 51 39 42 44 46 44 39 44 46 44 39 44 46 44 37 44 46 44 37 47 46 41 46 46 39
40 37 35 33 37 35 33 35 37 38 43 42 42 43 42 42 40 40 42 40 40 38 38 38 38 38 38 38 40 38 38 37 38 37 37 35,30 30 30 30 30 31 30 30 31 30 28 26 35 35 35 35 33 28 30 31 31 31 31 30 28 30 30 30 30 28 26 26 26 26 26 28 26 25 30,50 47 42 37 38 45 43 42 35 37 38 42 47 49 50 49 50 54 61 59 62 50 52 54 30 54 61 43 42 30
32 46 42 44 46 44 46 42 39 37 42 39 39 44 44 44 46 44 42 39 37 37 37 37 35 37 42 39 32 46 42 44 46 44 46 42 39 37 42 39 32 37 37 37 39 37 35 39 37 37 35 37 37 39 37 35 32,32 32 32 39 39 37 39 37 35 35 32 32 32 32 37 37 37 35 37 37 42 39 39 39 39 44 44 46 46 44 37 44 42 39 37 37 42 42 39 37 37 39 37 37 37 39 35 32,37 44 46 42 44 44 40 42 35 37 40 42 40 37 37 37 37 39 35 37 32 39 39 44 46 42 44 42 39 44 46 42 44 37 37 39 35 32 30 35 32 32 35 37 32 32 32 32
41 39 39 41 43 44 43 41 39 36 38 39 39 39 39 41 41 36 36 38 39 39 39 39 44 43 39 36,39 39 39 39 38 36 31 36 34 32 31 39 39 39 39 39 41 36 41 41 41 41 41 39 36 38 31 43 43 43 43 43,55 53 55 51 55 53 51 50 55 39 51
41 41 41 41 41 43 45 43 41 45 38 43 43 43 43 43 45 43 41 41 38 36 31 33 36 36 36 33 36 41 43 38 43 43 43 43 45 43 41 38 41 41,24 26 33 33 33 31 33 31 33 36 33 36 38 36 38 38 38 36 33 29 31 31 33 36 36 36 38 36 33 33 33 31 29 31 31 31 31 38 36 33 31 29 36 38,41 43 45 45 43 41 41 43 38 38 41 43 45 43 41 45 38 36 43 45 50 48 45 48 43 45 48 45 38 41 43 45 50 48 45 43 41 36 24 41
39 39 39 39 36 34 36 32 32 34 36 29 34 36 34 36 39 36 34 27 36 34 36 32,39 39 39 39 36 34 36 32 32 34 36 29 34 36 34 36 39 36 34 32 32 29 27 36 39 39 39 39 36 34 36,27 27 29 27 27 36 27 36 29 34 27 32 27 36 27 27 36 29 34 27 32 27 36 27 27 36 29 34 27 32 27 36 27 29 27 27 36 27 36 29 34 27 32 27 36 27 27 36 29 34 27 32 27 36 27 27 36 29 34 27 32 27 36 27 29 27 39 27 27
45 45 45 43 40 33 36 38 38 40 43 43 43 40 38 40 35 33 33 36 38 38 38 36 38 48 45 43 33 36 38 38 38 40 43 40 38 36,31 31 31 33 36 33 31 31 31 31 33 43 40 36 38 38 40 43 45 45 43 40 43 38 36 33 38 38 38 40 38 36 33 31 31,48 50 52 50 50 48 50 48 45 50 50 48 45 40 45 43 48 48 50 52 57 57 55 52 50 50 52 50 52 43 45 48 43 38 40 36 31 52
46 46 47 49 42 52 50 50 49 49 47 49 50 42 40 38 40 40 40 38 40 38 47 45 47 45 47 50 50 47 50 47 47 54 52 45 54 52 52 52 50 50 50 47 45 46 46 46 46 47 49 42 52 50 50 49 49 47 49 50 42 40 38 40 40 40 38 40 38 47 45 47 45 47 50 50 47 50 47 54 52 52 50 47 52 50,42 40 38 40 40 45 38 42 40 38 40 40 40 40 45 47 45 38 38 38 38 47 45 47 50 50 50 50 38 42 40 42 40 38 40 40 40 45 40 38 42 40 38 40 40 40 38 40 45 45 47 50 47 47 47 45 50 50 47 50 50 50 47 47 50 47 45 45 47 50,42 42 33 35 33 33 35 38 38 35 37 33 42 42 47 45 42 40 40 38 37 44 37 35 37 37 37 35 34 35 37 30 29 27 41 42 41 39 42 41 39 38 38 36 36 34 36 38 33 45 33 38 38 33 33 40 33 45 35 43 42 42
55 53 55 53 48 55 53 55 48 53 51 53 51 48,48 48 48 48 48 43 43 46 48 50 48 48 48 48 50 48 46 48 43 41 41 41 41 41 39 36 39 41 43 41 41 41 41 43 41 39 36 39 36 48 48 48 48,48 48 48 46 43 46 48 50 48 43 48 48 51 48 46 41 43 48 48 48 46 43 46 48 43 41 36 38 39 43 41 39 38 36 34 36 48
43 41 43 43 41 39 39 39 36 36 39 39 38 34 39 43 43 44 44 43 44 44 43 41 41 43 43 41 43 43 41 39 43 41 41 39 41 39 36,39 43 43 44 44 43 44 44 43 41 41 43 43 41 43 43 41 39 39 39 36 36 39 39 38 34 39 43 43 44 44 43 44 46 43 41 41 43 43 41 43 43 41 39 43 43 41 41 39 41 39 36,36 48 38 50 39 51 38 50 36 48 43 55 38 50 36 48 38 50 36 48 38 50 39 51 43 55 38 50 36 48 31 43 41 53 39 51 41 53 39 51 41 53 42 54 41 53 36 48 34 46 33 45 33 45 34 46 36 48 37 49 36 48 34 46 33 45 34 46 36 48 39 51 42 54 44 56 39
41 41 40 38 40 40 40 41 43 36 35 36 38 36 38 40 41 40 38 36 33 33 43 43 41 40 41 31 31 43 41 40 38 40 33 33 38 38 40 40 41 33 38 40 41 40 38 36,31 31 36 36 38 38 40 40 38 36 38 31 33 35 36 36 36 35 33 31 24 35 36 33 33 35 36 38 38 36 31 31 40 41 38 31 40 41 40 38,38 36 40 40 41 41 40 38 36 40 40 41 41 40 38 36 38 36 38 40 41 40 48 47 38 48 50 36 52 53 55 40 52 41 53 43 55 47 59 48 60 47 59 43 55 41 53 40 52 38 50 40 52 33 45 33 45 38 50 38 50 40 52 40 52 41 53 31 43 38 50 40 52 41 53 40 52 38 50 36 48 31 36 31
31 39 39 36 38 39 38 36 38 38 34 36 31 34 36 36 36 34 34 31 36 38 39 38 38 36 34 36,31 39 39 36 38 39 38 36 38 38 34 36 31 34 36 36 36 34 34 31 27 29 31 31 31 34 31 31 39 39 36 38,48 46 46 44 44 43 43 41 41 46 44 44 43 43 41 41 39 39 48 46 46 44 44 43 43 39 41 43 41 36 31 43 28 31 28 31 28 31 28 31
38 40 40 38 36 35 33 35 33 35 28 31 33 28,28 31 30 28 26 21 24 23 31 35 33 30 26 31 31 28 30 31 35 33 33,35 40 42 40 35 33 35 28 26 28 35 31 33 31 33 35 28
40 38 33 35 35 38 33 33 33 31 28 31 33 38 38 40 35 38 40 40 43 38 40 38 35 33 35 33 31 28 31 33 35 31 33 35 38 40 35 33 35 33 31,26 38 38 35 33 31 33 35 33 31 31 23 26 28 31 26 28 26 28 31 33 35 33 31 33 35 38 33 33 35 38 40 43 38 40 40 38 35,40 43 38 40 35 26 28 31 33 35 38 35 33 31 28 26 28 35 33 35 33 35 38 40 38 35 38 40 43 40 38 38 40 38 35 33 35 33 31 28 31 33 35 31 33 38 35 47 50 52 47 45 50 47 45 43 45 47 43 43 45 40 43 38 26
49 52 54 49 49 52 54 56 54 56 54 52 52 49 49 47 49 52 49 47 42 45 42 40 42 45 45 45 49 47 42 42 45 47 45,40 42 45 42 47 49 40 49 47 47 45 45 42 45 40 42 45 42 45 47 40 42 45 47 49 49 47 40 42 45 42 47,45 44 40 42 45 44 45 40 45 44 45 38 40 40 42 40 42 45 47 49 47 40
39 39 44 44 46 44 39 44 44 42 40 42 40 40 42 44 44 42 35 42 40 39 37 35 37 39 39 44 44 46 46 44 39 44 44 42 40 42 40 35 35 35 39 37 34 35 34 32,39 44 44 46 44 39 44 44 42 40 42 40 40 42 44 44 42 35 42 40 39 37 35 37 39 39 44 44 46 46 44 39 44 44 42 40 42 40 35 35 35 39 37 34 35 34 32,44 44 44 44 42 39 42 39 37 35 32 35 35 32 32 32 35 37 39 37 35 37 35 39 44 39 37 39 46 39 49 49 48 49 48 49 49 48 49 51 48 44 47 48 49 51 47 44 47 42 40 39 40 42 42 42 42 40 39 37 39 37 39 39 31 43 32 40 34 39 35 38 37 39
45 33 45 42 43 45 45 43 46 36 46 43 45 46 46 45 45 41 53 50 52 53 52 53 52 45 45 43 38 46 45 43 41,42 43 45 45 33 33 45 43 42 40 40 38 40 38 40 42 43 35 35 43 42 40 38 47 45 42 40 38 42 40 42 43 45 45 38 40 40 38 40 38 40 42 45 43 45 45 45 45 50 52 54 33,38 42 38 42 38 42 38 42 38 42 38 42 38 43 42 38 40 38 42 38 38 42 38 42 38 42 38 45 40 45 38 37 38 40 38 38 42 38 42 38 42 38 42 38 42 38 42 38 43 42 38 40 38 42 38 38 42 38 42 38 42 38 45 40 45 38 37 38 42 40
38 33 36 26 21 26 29 26 24 26 38 38 36 33 31 36 38 36 33 31 29 31 33 33 33 31 31 26 29 31 21 24 26 29 26 26 31 33 31 31 29 26 24 26 29,29 31 29 31 29 31 33 29 26 36 33 31 29 31 29 31 33 31 33 36 38 36 38 41 38 33 31 29 31 29 31 33 36 29 31 29 31 29 31 33 29 26 36 33 31 29 31 29 31 33 31 33 36 38 36 38 36 38 41 38 38 33 36 26 21 26 29 26,24 29 31 33 26 24 26 29 26 38 38 36 26 38 38 38 36 33 38 41 45 31 43 36 36 38 36 33 31 29 31 33 33 33 31 31 29 26 29 29 21 24 24 26 29 26 26 31 26 33 31 29 26 24 26 29 24 26 29 26 24 26 29 29 29 31
43 46 43 48 48 48 46 43 41 43 36 43 41 43 36 36 43 41 43 34 43 41 39 44 44 44 44 46 43 43 41 43 41 39 43 46 46 48 43 43 46 43 48 48 48 46 43 41 43 43 41 39 36 43 41 43 34 43 41 39 44 44 44 46 43 43 41 43 41 43 41 39,43 41 39 43 43 46 43 41 43 43 46 43 48 48 48 46 43 41 43 36 43 41 43 36 36 43 41 43 34 43 41 39 44 44 44 44 46 43 43 41 43 41 39 43 46 46 48 43 43 46 43 48 48 48 46 43 41 43 43 41 43 36 43 41 43 34 43 41 39 44 44 44 46 43 43 41 43,34 39 41 43 43 43 44 43 41 38 35 35 31 36 39 39 36 39 43 48 46 41 43 46 41 43 41 39 41 37 32 34 37 32 34 37 32 34 39 43 46 43 41 39 36 39 46 48 51 55 53 43 43 43 46 43 41 46 43
43 40 43 40 36 36 36 38 40 38 50 52 50 50 50 52 50 45 50 52 50 43 38 38 40 40 40 43 45 50 52 50 50 50 52 50 45 50 52 50 43 38 38 40 40 40 43 43,50 52 50 50 50 52 50 45 50 52 50 43 38 38 40 40 40 43 45 50 52 50 50 50 52 50 45 50 52 50 43 38 38 40 40 40 43 50 50 52 50 50 50,31 43 41 39 38 38 35 31 31 36 38 39 38 43 38 31 34 39 43 38 41 36 39 35 38 35 38 31 35 26 31 19 31 24 36 26 38 27 39 26 38 24 36 22 34 27 39 29 41 31 43 32 44 31 43 29 41 31 43 38 50 38 40 42 50 43
40 38 40 40 43 40 38 38 35 33 38 38 43 38 36 38 36,36 38 40 38 36 38 33 31 43 43 40 36 33 38 40 40,36 38 43 40 38 36 33 36 33 38 40 38 33 38 36 36
39 46 44 41 42 41 39 46 49 51 51 49 44 42 44 46 49 44 46 42 46 49 51 51 49 44 42 44 46 46 49 51 51 49 44 42 44 46 49 49 44 42 46 44 39 46 44 42 41 39,39 41 42 41 42 44 41 37 39 39 41 42 41 42 41 39 39 41 42 41 42 44 46 44 44 37 39 39 46 44 41 37 39 46 44 42 41 42 41 42 41 39 39,46 49 46 44 46 39 49 44 46 37 42 44 39 42 44 49 46 37 39 44 42 39 46 49 46 44 37 44 46 37 39
42 44 51 51 49 47 39 42 42 44 49 47 47 47 44 42 42 39 42 44 47 44 44 44 42 44 42 54 51 42 44 47 47 47 44 44 42 51 49 44 47,35 37 39 42 42 42 42 39 37 35 37 39 37 35 39 42 42 42 44 42 39 42 42 44 47 47 47 44 42 44 42 39 37 37 37 35 32 39 37 35 37 39 42 42 42 42 39 37 35 37 39 37 35,32 35 35 32 39 39 39 39 37 35 37 39 37 27 28 30 35 34 32 30 32 27 30 39 39 39 44 42 39 37 35 37 32 30 32 35 37 37 35 37 39 37 39 42 44 42 37 35 37 35
25 37 36 34 30 29 29 27 34 34 36 32 32 32 32 27 29 22 27 29 30 30 30 29 29 27 27 24 25 24 25 27 29 25 37 36 34 34 37 39 36 36 34 39 39 39 41 37 34 36 37 37 37 37 34 39 36 37,25 37 36 34 30 29 29 27 34 34 36 32 32 32 32 27 29 22 27 29 30 30 30 29 29 27 27 24 25 24 25 27 29 25 37 36 34 34 37 39 36 36 34 39 39 39 41 37 34 36 37 37 37 36 34 39 36 37 34,37 36 34 36 37 36 37 44 36 37 44 37 36 34 36 37 36 37 34 36 37 34 34 37 41 39 37 36 41 37 39 41 46 42 41 42 37 37 41 42 37 41 42 37 41 42 37 44 42 44 51 42 44 42 51 44 51 42 44 51 42 44 51 42 37 46 46 42 44 25
35 37 35 33 30 33 33 33 35 37 40 40 42 40 37 35 37 37 37 35 33 33 35 37 45 45 47 45 42 40 37 40 40 42 45 47 47 45 42 40 42 42 42 40 37 40 37 35 35 37 35 30 33,28 30 37 37 35 37 35 37 40 40 42 40 37 40 42 42 40 42 40 37 35 33 35 37 35 37 35 33 33 35 37 42 45 44 44 42 40 40 37 35 35 37 35 33 30 33 33 33 35 37 40 40 42 40 37 35,49 47 45 42 40 42 47 49 47 45 45 42 40 37 35 37 42 44 42 40 28 30 33 35 37 40 42 42 44 40 37 42 44 42 40 49 50 52 49 47 45 42 40 49 50 49 47 28
51 50 48 51 50 46 43 43 46 48 48 48 41 46 48 50 46 48 50 51 50 48 51 50 46 43 43 46 48 48 48 41 46 48 41 45 43 41 43,38 43 43 41 43 38 45 45 43 45 46 46 46 45 43 41 38 43 43 41 43 38 45 45 43 45 46 46 46 45 46 48 48 48 48 46 48 50 48 43 48 50 43 41 43 38 36 43 41 45 43 41 43,41 38 36 38 41 38 36 38 33 31 38 38 36 34 41 36 38 38 36 38 41 43 46 45 41 43 41 38 36 41 38 36 38 31 34 36 33 29 31 38
45 48 43 41 40 41 38 53 48 50 50 48 48 50 45 48 43 41 43 41 40 41 41 43 45 43 41 40 41,36 41 43 41 41 41 43 41 41 41 43 45 50 52 53 50 50 48 48 45 41 43 36 41,41 45 57 41 53 45 57 40 52 41 53 43 55 45 57 41 53 46 58 45 57 40 52 36
44 44 42 40 44 42 42 44 45 45 47 42 45 44 44 45 44 42 42 44 44 42 40 37 39 40 40 40 39 39 40 37,37 39 40 40 40 39 37 40 39 39 35 35 37 39 40 40 40 40 40 40 44 44 44 42 37 39 40 40 40 39 37 40 39 39 39 35 35 37 39 40 44 42 40 42 40 37 37,52 51 49 51 47 47 44 47 49 49 49 49 56 54 54 51 52 51 44 42 44 47 47 47 44 47 44 44 47 49 51 52 51 47 52 51 49 47 49 51 52 52 52 54 52 51 49 37
45 45 47 50 47 47 47 45 40 42 50 47 47 47 47 47 45 42 42 42 35 35 38 42 40 40 40 42 35 38,42 40 42 42 42 45 45 50 47 47 47 45 42 50 47 47 47 45 45 47 45 45 45 45 45 42 40 45 45 45,40 42 38 33 38 40 42 40 42 45 49 50 42 45 49 50 47 49 47 45 40 42 38 33 47 45 43 42 38 40 38 37 42
39 41 43 41 40 41 40 38 31 33 36 36 31 33 36 33 40 36 31 33 36 40 40 40 38 38 36 40 41 40 40 41 43 40 33 36 36 39 39 38 36 36 31 33 36 40 38 40 36,36 40 36 36 33 36 38 38 38 38 36 36 41 41 41 41 43 40 38 36 38 40 40 36 43 43 43 43 43 41 39 41 41 41 46 41 43 41 41 41 31 41 39 41 43 41 40 41 40 38 31 33 36 36,24 26 24 28 31 31 36 33 38 38 36 36 38 38 36 40 38 36 38 38 33 31 33 31 43 41 39 41 43 41 43 44 43 36
41 44 46 46 46 46 48 44 41 41 39 37 37 37 37 39 41 41 41 44 46 46 46 48 44 41 44 46 41 39 37 37 37 37 36 36 37 36 34,41 39 39 41 37 39 41 39 39 37 41 41 39 44 41 37 39 41 39 41 34 37 37 37,41 42 46 44 41 42 39 37 41 42 46 44 41 41 42 39 37 41
50 48 43 48 48 50 48 46 38 46 46 45 43 58 57 55 53 55 53 50 48 50 43 50 48 46 48 50 53 55 50 58 57 55 53 55 53 43 50 50 48 43 50 48 46 48 46 43 41 43,38 41 46 43 41 43 41 38 36 38 31 38 36 34 36 38 41 43 38 38 41 46 43 41 43 41 31 38 38 36 31 38 36 34 36 34 31 29 31 58 57 55 53 55 53 50 48 50,43 43 41 43 43 41 43 41 38 36 38 41 38 38 41 38 38 41 38 36 36 34 36 38 41 36 38 41 38 46 43 41 43 41 38 41 38 36 38 36 34 36 34 31 34 31 29 31 43 43 41 43 41 43 41 38 36 38 36 34 31 36 38 36 34 36 36 36 34 36 38 41 38 36 34 31 29 31 34 31 31 29 31 19 22 24 26 29 31 34 36 38 41 43 46 48 50 53 43 55 43 55 43 55 43 55 43 55 43 55 43 55 43 55 38
31 36 38 40 36 36 31 31 36 38 43 38 40 38 36 35 36 35 36 40 35 31 36 43 38 36 38 36 31,31 36 38 40 36 36 31 31 40 36 38 35 35 31 28 38 35 36 35 36 40 35 31 33 31 36 38 40 36 36 31 31 36 38 43 38 40 38,36 38 40 40 41 43 48 50 51 48 51 55 53 46 48 50 50 51 53 55 50 50 50 43 48 50 53 55 31
39 37 35 37 32 37 37 37 37 37 39 35 44 39 42 42 42 42 42 39 39 42 44 39 37 35 35 35 39 37 35 32 35 35 37 39 37 39 39 37 35,30 30 30 30 30 32 35 35 37 39 39 39 37 39 32 35 35 32 30 32 35 32 32 35 37 37 37 37 39 30 30 30 30 30 30 32 35 35 37 39 39 39 37 39 32 35 35 32 30 32 35 32 32 35 37 37 37 37 37 39 35,51 51 54 52 51 49 44 51 51 54 52 51 49 47 49 47 51 54 51 51 47 44 49 49 47 46 44 51 49 47 46 42 30 39
39 39 40 42 44 42 40 37 37 39 40 44 42 40 37 49 49 49 49 47 44 42 35 37 35 37 44 35 37 35 37 42 35 37 35 37 40 40 40 40 42 44 47 44 44 45 47 44 42 40 44 44 45 47 44 42 40 37 49 47 47 47 47 44 47,35 35 35 35 40 40 37 37 35 37 35 33 32 33 35 35 35 35 35 40 40 37 37 35 42 42 39 44 44 42 40 40 42 44 47 35 37 35 37 35 37 40 47 44 42 44 42 39,47 36 38 36 31 36 38 33 35 44 40 39 35 47 45 43 42 38 40 38 37 37 35 30 40 39 35 35
47 49 47 45 42 49 49 52 49 47 49 47 52 54 49 47 49 52 54 52 49 52 47 49 47 45 47 49 52 42 42 45 47 49 42 47 49 42 40 42,33 32 28 28 25 28 30 45 44 40 40 37 47 49 49 52 47 49 47 45 44 45 44 45 47 49 47 49 42 47 49 42 40 42 42 45 47,47 49 40 42 40 49 47 49 40 37 37 49 47 49 42 40 42 44 37 37 49 47 49 52 47 47 49 47 49 45 42 37 40 42 49 54 52 59 61 52 54 33 30 54
31 39 39 36 38 39 38 36 38 38 34 36 31 34 36 36 36 34 34 31 27 29 31 31 31 34 31 31 39 39 36 38 39 38 36 38 38 34 36 31 34 36 36 36 34 34 31 36 38 39 38 38 36 34 36,31 24 24 27 29 31 29 29 22 22 27 26 24 27 29 31 31 31 31 29 27 29 29 29 31 34 34 34 31 29 31 31 24 24 27 29 31 29 29 22 22 27 26 24 27 29 31 31 31 31 29 27 29 29 29 31 34 34 34 38 36 31 39 39 36 38 39,43 43 43 43 43 41 39 41 41 41 41 41 41 46 43 43 43 43 43 43 41 39 41 46 46 46 46 48 50 43 43 43 46 43 43 41 43 46 39 41 39 41 46 46 48 46 43 39 43 46 39 39 41 39 41 36 38 39 39 41 39 38 31
45 43 45 47 43 48 47 40 38 40 38 40 43 38 35 45 43 45 47 47 40 43 45 47 43 43 42 43,43 45 43 45 47 47 47 47 45 45 43 42 43 45 43 43 40 38 40 48 48 48 48 50 45 43 42 43 47 45 43 42 40 42 50 50 48 47 45 45 45 44 45 47 50 47 48,50 52 54 55 47 47 48 47 54 50 45 50 47 47 45 43 42 38 45 47 47 43 45 47 45 43 43
36 38 38 38 40 36 45 43 45 48 45 45 40 41 43 41 38 38 46 46 45 43 40 41 43 43 45 45 45 43 45 48 45 45 40 41 41 43 38 38 46 46 45 46 45 41 41 43 41,41 40 36 38 40 36 36 38 38 36 33 38 36 36 34 36 38 36 33 31 33 33 33 31 33 41 40 36 38 40 36 36 38 38 36 36 40 33 38 36 36 34 36 38 36 33 31 33 33 33 31 33 29 31 33 31 33 29 36 33,41 40 36 38 40 36 36 38 40 36 34 33 38 36 36 33 36 38 36 33 31 33 31 33 37 45 40 41 40 36 38 40 38 36 36 38 38 38 40 33 34 36 38 36 40 43 41 36 34 33 31 29 24 22 21 19 17 41
46 41 46 48 46 41 49 48 46 41 46 46 41 49 48 46 41 46 48 46 46 46 44 41 46 44 41 39 32 36 37 42 41,41 41 41 41 39 41 42 41 39 39 36 32 39 39 41 36 37 37 41 41 41 41 39 41 46 41 39 39 36 32 39 39 41 42 42 41 42 44 41 37 37 34 37 39 36,32 41 39 41 39 32 53 58 56 53 58 56 53 58 56 51 58 56 51 58 56 51 58 56 51 54 53 54 56 53 58 56 53 58 56 53 58 56 51 58 56 51 58 56 51 58 56 51 54 53 54 56 41
49 49 47 49 47 54 46 46 47 47 42 42 44 47 47 47 47 44 42 44 42 42 42 44 47 47 47 44 42 42 44 42 42 49 51 44 47 47 47 44 44 47 49 47,30 39 39 40 42 42 40 40 39 39 37 37 35 39 39 39 44 44 42 42 39 42 47 47 47 47 46 42 42 47 47 49 47 47 44 44 47 49 42 42,34 35 34 30 25 27 35 39 30
28 28 28 28 31 33 35 35 35 33 31 33 33 38 35 28 28 28 28 28 28 31 33 30 28 26 26 26 26 30 28,28 28 28 28 31 33 35 35 33 31 33 33 38 35 28 28 28 28 31 33 26 28 30 28 26 26 30 28 28,40 42 43 47 45 43 42 46 49 52 50 49 47 54 57 57 55 55 54 52 54 50 52 28
39 35 32 35 39 40 39 35 44 42 42 42 35 44 44 42 39 37 37 39 40 42 42 42 46 44 44 42 39 40 40 39 39 35 30 37 39 44 42 39 40 40 39 37 35 30 30 37 35,44 44 37 46 46 44 41 39 39 41 42 44 44 41 39 38 38 39 41 42 41 37 34 37 41 42 41 37 46 44 44 44 37 46 46 44 41 39 39 41 42 44 44 44 48 46 46 44 41 42 42 41 41 37 32 39 41,56 56 54 52 52 51 51 49 49 47 44 46 47 46 47 49 47 49 51 49 51 52 51 52 54 52 54 56 54 52 54 56 54 52 56 58 56 54 56 58 56 54 58 47 59 42 54 40 52 39 51 47 59 42 54 40 52 39 51 42 54 40 52 39 51 37 49 39 51 44 56 37 49 44
38 36 34 34 34 31 34 36 38 36 31 34 36 36 36 34 31 27 31 29 29 31 34 34 31 34 31 34 36 34 36,27 26 24 24 24 22 24 31 31 27 31 29 29 27 29 27 24 24 22 24 27 27 27 29 31 29 29 31 34 34 34 34 31 29 31 27,42 41 39 41 36 42 41 39 41 38 36 38 34 36 39 39 38 36 34 34 35 35 35 38 39 43 27
45 48 45 50 48 50 48 43 45 38 41 38 45 43 43 41 38 48 48 48 45 43 45 45 45 43 41 41 45 48 45 50 48 50 48 43 45 45 48 45 53 53 53 50 48 45 38 41 38 45 43 43 41 38 48 48 48 45 48 50,41 40 38 36 38 36 38 38 36 38 41 43 43 41 43 41 38 41 43 45 45 45 45 43 41 45 45 45 45 43 41 45 41 40 38 36 38 36 38 38 36 38 41 43 43 43 43 38 45 43 41 43 45 45 45 45 43 41 45 45 45 45 43 41,33 38 50 38 41 53 50 53 57 36 40 55 36 40 55 52 55 60 38 41 57 38 41 57 55 53 57 36 40 55 36 40 55 53 52 48 33 38 50 38 41 53 50 53 57 36 40 55 36 40 55 52 55 60 38 41 57 38 41 57 55 53 57 36 40 55 36 40 55 52 50 52 45 50 41 33 40 38 41 33 40 38 38 41 48 46 45 46 48 45 48 50 41
42 42 42 50 47 50 50 52 47 45 42 42 47 35 40 42 40 40 40 47 45 42 40 42 42 42 42 50 47 45 47 52 50 47 45 42 42 47 47 42 38 42 40 40 40 42 45 33 35,35 42 40 42 35 38 35 33 35 35 40 40 40 35 38 40 42 40 42 47 45 47 35 38 42 40 40 40 40 42 45 47 40 42 35 42 42 42 35 38 35 33 35 35 40 40 40 35 38 42 42 42 47 45 47 42 38 42 40 40 40 40 42 45 33 35 42,40 52 42 54 50 62 47 59 50 62 52 64 47 59 45 57 42 54 30 42 35 47 38 50 40 52 42 54 47 59 35 47 38 50 40 52 42 54 40 52 40 52 47 59 45 57 42 54 40 52 42 54 42 54 50 62 47 59 45 57 47 59 52 64 50 62 47 59 45 57 42 54 42 54 47 59 35 47 38 50 40 52 42 54 40 52 40 52 42 54 45 57 33 45 35 47 38 50 35 47 35
